frame_idex,X_pose,X_step,X_elem,X_env,Y_type,Y_urgency,Y_eta
470,"[0.44158831238746643, 0.46770167350769043, 0.09743118286132812, 0.998411238193512, 0.4354981482028961, 0.4476219713687897, 0.08587978780269623, 0.998763382434845, 0.4321911931037903, 0.44681107997894287, 0.08589357137680054, 0.9982140064239502, 0.4288528561592102, 0.4463874399662018, 0.08586975932121277, 0.9987748861312866, 0.4447723925113678, 0.45059335231781006, 0.049894724041223526, 0.9990017414093018, 0.44765424728393555, 0.45152825117111206, 0.04987267404794693, 0.9985808730125427, 0.4508703351020813, 0.4526878297328949, 0.049830954521894455, 0.9988585710525513, 0.4175724983215332, 0.458447128534317, 0.05664435029029846, 0.9991729855537415, 0.45065170526504517, 0.46502313017845154, -0.09978929162025452, 0.9989667534828186, 0.4343814253807068, 0.4877215623855591, 0.0993383526802063, 0.9985582232475281, 0.44473522901535034, 0.4896768033504486, 0.05201204866170883, 0.9983001947402954, 0.37137144804000854, 0.5469350814819336, 0.15110264718532562, 0.9962825179100037, 0.4625186324119568, 0.5557937026023865, -0.23557206988334656, 0.9994269013404846, 0.37071049213409424, 0.39867281913757324, 0.3361987769603729, 0.8541901707649231, 0.5391595363616943, 0.4829012453556061, -0.4137781262397766, 0.9941747784614563, 0.36087968945503235, 0.2676446735858917, 0.4736024737358093, 0.8659783005714417, 0.5551892518997192, 0.31672611832618713, -0.5412271618843079, 0.9944218993186951, 0.3467739224433899, 0.2349448949098587, 0.4947029650211334, 0.8383147120475769, 0.5634901523590088, 0.28108885884284973, -0.5966852903366089, 0.991301953792572, 0.3562106192111969, 0.23390698432922363, 0.4702377915382385, 0.8335665464401245, 0.550065815448761, 0.2769206464290619, -0.5829567909240723, 0.990598738193512, 0.36192476749420166, 0.24642227590084076, 0.4656553864479065, 0.827449381351471, 0.544498860836029, 0.2881634533405304, -0.5389277338981628, 0.9862727522850037, 0.3676120936870575, 0.9654601216316223, 0.13831979036331177, 0.9742997288703918, 0.4114425778388977, 0.98210608959198, -0.1383584439754486, 0.9734240770339966, 0.39200758934020996, 1.0830576419830322, 0.1836828738451004, 0.057443030178546906, 0.4308994710445404, 1.1789945363998413, -0.11711587756872177, 0.2533629238605499, 0.3884705603122711, 1.2638766765594482, 0.32819756865501404, 0.019075386226177216, 0.3738442063331604, 1.3880414962768555, -0.05485246330499649, 0.12862539291381836, 0.38121700286865234, 1.2990139722824097, 0.3371361196041107, 0.06198398396372795, 0.3487800657749176, 1.4167200326919556, -0.04856238141655922, 0.36637723445892334, 0.40484896302223206, 1.28371000289917, 0.30856233835220337, 0.02070675976574421, 0.3952600359916687, 1.4245668649673462, -0.13109442591667175, 0.10858584940433502]",3,[],[],0,0.004827950149774551,10.666666984558105
471,"[0.4526589810848236, 0.4699830710887909, 0.10065560042858124, 0.9984647631645203, 0.44531092047691345, 0.4489760398864746, 0.08611784875392914, 0.998802661895752, 0.44170719385147095, 0.44787395000457764, 0.08612784743309021, 0.9982652068138123, 0.43827933073043823, 0.44715800881385803, 0.08613188564777374, 0.9988162517547607, 0.4552071690559387, 0.4527021646499634, 0.05276045948266983, 0.9990348815917969, 0.4582618176937103, 0.45388543605804443, 0.052760690450668335, 0.9986253976821899, 0.46156615018844604, 0.4552246034145355, 0.05271001532673836, 0.9988957047462463, 0.4282821714878082, 0.4588715732097626, 0.08180992305278778, 0.9992006421089172, 0.4595321714878082, 0.4666081666946411, -0.0975893884897232, 0.9989961981773376, 0.4453573226928711, 0.4894486367702484, 0.10284720361232758, 0.9985783696174622, 0.4565337598323822, 0.49269524216651917, 0.055025048553943634, 0.9983267784118652, 0.3789563775062561, 0.5522969961166382, 0.1789453625679016, 0.9962430596351624, 0.468226820230484, 0.559502124786377, -0.23233549296855927, 0.9994350075721741, 0.394184410572052, 0.41599395871162415, 0.40194517374038696, 0.8379323482513428, 0.5450572371482849, 0.4819166362285614, -0.34812718629837036, 0.9943079352378845, 0.3897286057472229, 0.2929210364818573, 0.5586750507354736, 0.8362271785736084, 0.5558562874794006, 0.3110809326171875, -0.30979663133621216, 0.9942952990531921, 0.37911227345466614, 0.24920564889907837, 0.5821112990379333, 0.8071213364601135, 0.5634887218475342, 0.2763414680957794, -0.3428136706352234, 0.990994393825531, 0.38474589586257935, 0.24955527484416962, 0.5580382943153381, 0.8026058077812195, 0.5496992468833923, 0.2758088707923889, -0.34516745805740356, 0.9902563691139221, 0.38883644342422485, 0.26457110047340393, 0.549672544002533, 0.8011617064476013, 0.5441795587539673, 0.287280410528183, -0.3085987865924835, 0.9857996702194214, 0.3746873438358307, 0.9676474928855896, 0.13824434578418732, 0.9752751588821411, 0.4188196063041687, 0.9880697727203369, -0.13824091851711273, 0.9747889637947083, 0.39037182927131653, 1.1678746938705444, 0.1806018203496933, 0.06399516761302948, 0.42866507172584534, 1.2516040802001953, -0.12297167629003525, 0.2745058834552765, 0.3806699812412262, 1.4142448902130127, 0.30173254013061523, 0.020887071266770363, 0.3743276298046112, 1.525931477546692, -0.08046412467956543, 0.142172172665596, 0.3732432723045349, 1.455249547958374, 0.3082653880119324, 0.06488516181707382, 0.3496536910533905, 1.5680115222930908, -0.07799404114484787, 0.38107821345329285, 0.3982473313808441, 1.4593361616134644, 0.2833867371082306, 0.022206591442227364, 0.40113958716392517, 1.5731375217437744, -0.16338327527046204, 0.11654528975486755]",3,[],[],0,0.004748151171952486,10.699999809265137
472,"[0.46005159616470337, 0.47430598735809326, 0.08784210681915283, 0.9984874725341797, 0.45267802476882935, 0.4529110789299011, 0.08367691934108734, 0.9988101720809937, 0.4490697979927063, 0.45165637135505676, 0.08372457325458527, 0.9982606768608093, 0.4457322061061859, 0.4507262706756592, 0.08371024578809738, 0.9988221526145935, 0.4625736176967621, 0.4567963182926178, 0.040813080966472626, 0.9990493059158325, 0.46565619111061096, 0.4580294191837311, 0.04084528237581253, 0.9986402988433838, 0.4689386487007141, 0.45929956436157227, 0.040835246443748474, 0.9989149570465088, 0.43551602959632874, 0.4617465138435364, 0.08933467417955399, 0.9992001056671143, 0.4653637409210205, 0.4698227643966675, -0.10836412757635117, 0.9990090727806091, 0.4520391821861267, 0.4932346045970917, 0.0997903123497963, 0.9985290169715881, 0.46327391266822815, 0.4962344169616699, 0.04219884052872658, 0.9982805252075195, 0.3849373757839203, 0.5615091919898987, 0.19778725504875183, 0.9961960315704346, 0.47325292229652405, 0.5627424716949463, -0.24439053237438202, 0.9994508624076843, 0.40508610010147095, 0.436203271150589, 0.46728262305259705, 0.8212388753890991, 0.5459010004997253, 0.4788203835487366, -0.300144761800766, 0.9942449331283569, 0.4085163474082947, 0.31191331148147583, 0.666210949420929, 0.8102818131446838, 0.5562828183174133, 0.30910569429397583, -0.18169811367988586, 0.9941523671150208, 0.3989865779876709, 0.26683568954467773, 0.7028349041938782, 0.7807809114456177, 0.5645745396614075, 0.27577272057533264, -0.2051888406276703, 0.990715742111206, 0.4048084616661072, 0.2680153250694275, 0.6774986982345581, 0.7759976387023926, 0.5506308078765869, 0.27558836340904236, -0.20372560620307922, 0.9899530410766602, 0.4115409851074219, 0.2902064323425293, 0.658251166343689, 0.7792657613754272, 0.5444589257240295, 0.2871202826499939, -0.17692145705223083, 0.9854000210762024, 0.3822888135910034, 0.9702863097190857, 0.14574980735778809, 0.9755550026893616, 0.4263841509819031, 0.9926350712776184, -0.1457034945487976, 0.9755233526229858, 0.40820568799972534, 1.1539407968521118, 0.2387753278017044, 0.060780592262744904, 0.44274812936782837, 1.2423630952835083, -0.10392796993255615, 0.2753497362136841, 0.4037725329399109, 1.3771376609802246, 0.4228129982948303, 0.019805962219834328, 0.3886720538139343, 1.4948006868362427, 0.0034209066070616245, 0.14334674179553986, 0.3947521448135376, 1.4139336347579956, 0.4376000463962555, 0.06121113896369934, 0.36469048261642456, 1.5344163179397583, 0.014805242419242859, 0.3790735900402069, 0.4265387952327728, 1.4231823682785034, 0.43944987654685974, 0.021342791616916656, 0.41279730200767517, 1.5329773426055908, -0.04651869833469391, 0.11813350021839142]",3,[],[],0,0.004669670946896076,10.733333587646484
473,"[0.458747535943985, 0.47509151697158813, 0.07159541547298431, 0.9984070062637329, 0.4519432485103607, 0.4537239074707031, 0.07250143587589264, 0.9986934065818787, 0.4485914707183838, 0.4525856077671051, 0.07260329276323318, 0.9980891942977905, 0.44539594650268555, 0.4517119526863098, 0.07262609899044037, 0.9987080097198486, 0.4609447121620178, 0.4575289785861969, 0.02638373151421547, 0.9989728927612305, 0.4636474549770355, 0.458872526884079, 0.0264327023178339, 0.9985502362251282, 0.4666265547275543, 0.4602371156215668, 0.026454562321305275, 0.998839795589447, 0.435507208108902, 0.46328723430633545, 0.08727280795574188, 0.9990946054458618, 0.4642678201198578, 0.47140753269195557, -0.11651559919118881, 0.998898446559906, 0.4513548016548157, 0.49464017152786255, 0.08876589685678482, 0.9982425570487976, 0.46164602041244507, 0.49780163168907166, 0.02793661318719387, 0.9979767799377441, 0.3887771964073181, 0.5651810765266418, 0.1976139098405838, 0.9959635138511658, 0.4719456732273102, 0.5659772753715515, -0.25443747639656067, 0.9994003176689148, 0.4112160801887512, 0.43773090839385986, 0.4551599621772766, 0.8126003742218018, 0.5465313196182251, 0.47882774472236633, -0.3114146888256073, 0.9941657185554504, 0.415017306804657, 0.3203096091747284, 0.6392785310745239, 0.7864311337471008, 0.5611769556999207, 0.3085128664970398, -0.24945871531963348, 0.9940136075019836, 0.4039689600467682, 0.27534574270248413, 0.6752455830574036, 0.7552980184555054, 0.569733202457428, 0.2752760052680969, -0.27951475977897644, 0.9904520511627197, 0.4100125730037689, 0.27563443779945374, 0.6484179496765137, 0.7494913339614868, 0.5544238686561584, 0.27522188425064087, -0.2751297652721405, 0.98967045545578, 0.41674771904945374, 0.2954714894294739, 0.6306110620498657, 0.7570631504058838, 0.548000693321228, 0.2868495583534241, -0.24492593109607697, 0.9849919080734253, 0.38286274671554565, 0.9721952080726624, 0.14618532359600067, 0.9701192378997803, 0.42808812856674194, 0.9928811192512512, -0.14602918922901154, 0.9673844575881958, 0.41398683190345764, 1.0658152103424072, 0.2185101956129074, 0.0564986877143383, 0.4618397355079651, 1.1772958040237427, -0.12022916972637177, 0.2660267651081085, 0.41265541315078735, 1.212847352027893, 0.3780685067176819, 0.01841774396598339, 0.3968949615955353, 1.291225552558899, -0.009632312692701817, 0.13793446123600006, 0.4049553871154785, 1.2412257194519043, 0.3897360861301422, 0.056922126561403275, 0.3710557818412781, 1.3038583993911743, -0.0010168601293116808, 0.37108680605888367, 0.4288429319858551, 1.221074104309082, 0.38099968433380127, 0.020103320479393005, 0.40983104705810547, 1.3016228675842285, -0.05658715218305588, 0.11729657649993896]",3,[],[],0,0.004592488054186106,10.766666412353516
474,"[0.4654913544654846, 0.4767923057079315, 0.07937635481357574, 0.998419463634491, 0.45843061804771423, 0.45569637417793274, 0.07467491924762726, 0.9986746907234192, 0.45523184537887573, 0.4546690285205841, 0.07470986247062683, 0.9980602264404297, 0.45228973031044006, 0.45385080575942993, 0.07468679547309875, 0.9986939430236816, 0.46676135063171387, 0.4593728482723236, 0.03416240215301514, 0.9989636540412903, 0.4692062735557556, 0.4608457386493683, 0.034201882779598236, 0.998545229434967, 0.47202596068382263, 0.4623169004917145, 0.03420860320329666, 0.9988334774971008, 0.4423719346523285, 0.4655758738517761, 0.10879236459732056, 0.9990745186805725, 0.4686906933784485, 0.47357532382011414, -0.11369304358959198, 0.9988788962364197, 0.4580867290496826, 0.49628394842147827, 0.08938570320606232, 0.9981595277786255, 0.4678456783294678, 0.49930432438850403, 0.03533022850751877, 0.997900664806366, 0.394589900970459, 0.5684564709663391, 0.21471352875232697, 0.9958163499832153, 0.47411495447158813, 0.5676056146621704, -0.24716953933238983, 0.9993726015090942, 0.4247605800628662, 0.4406394958496094, 0.45866912603378296, 0.8011675477027893, 0.5493704676628113, 0.4778849184513092, -0.31339508295059204, 0.994172215461731, 0.4312202036380768, 0.3204917013645172, 0.6225197315216064, 0.7666923999786377, 0.5628605484962463, 0.30721476674079895, -0.24205975234508514, 0.9939917325973511, 0.4209839403629303, 0.2774377167224884, 0.6549275517463684, 0.7346527576446533, 0.5710781216621399, 0.27409008145332336, -0.27051520347595215, 0.990384042263031, 0.42736998200416565, 0.2752385139465332, 0.628216564655304, 0.7280803918838501, 0.5545579791069031, 0.27452972531318665, -0.26777487993240356, 0.9895885586738586, 0.43268856406211853, 0.29285484552383423, 0.612842321395874, 0.7398940920829773, 0.5480039119720459, 0.2861187756061554, -0.23806877434253693, 0.9848853945732117, 0.38684791326522827, 0.973449170589447, 0.14527270197868347, 0.9671946167945862, 0.43418756127357483, 0.9923931360244751, -0.14508919417858124, 0.9628276228904724, 0.4188767373561859, 1.066579818725586, 0.21793143451213837, 0.053139735013246536, 0.4681187570095062, 1.1717463731765747, -0.12649138271808624, 0.2631476819515228, 0.41554704308509827, 1.225021243095398, 0.36377087235450745, 0.017270388081669807, 0.4037187695503235, 1.3008371591567993, -0.021876830607652664, 0.13476654887199402, 0.40731382369995117, 1.2547204494476318, 0.3741212487220764, 0.05332643538713455, 0.3773080110549927, 1.3161123991012573, -0.009283606894314289, 0.36685365438461304, 0.4318827986717224, 1.238671064376831, 0.3596686124801636, 0.01916942186653614, 0.41576915979385376, 1.3169220685958862, -0.06974459439516068, 0.11815978586673737]",3,[],[],0,0.0045165810734033585,10.800000190734863
475,"[0.47152742743492126, 0.4812937080860138, 0.05924857407808304, 0.9982268214225769, 0.46409860253334045, 0.4606243669986725, 0.061420559883117676, 0.9984620213508606, 0.46087393164634705, 0.45980721712112427, 0.06150190904736519, 0.9977672696113586, 0.45791125297546387, 0.45926764607429504, 0.06150595471262932, 0.9984982013702393, 0.4722681939601898, 0.4640023410320282, 0.01548522524535656, 0.9987955689430237, 0.4746718406677246, 0.46549955010414124, 0.015524715185165405, 0.9983484745025635, 0.4774552285671234, 0.46700519323349, 0.015547123737633228, 0.9986686706542969, 0.44784969091415405, 0.4713006317615509, 0.0976014956831932, 0.9989361763000488, 0.47350820899009705, 0.4780082702636719, -0.12373979389667511, 0.9986656308174133, 0.4643385410308838, 0.5007557272911072, 0.0771072655916214, 0.9978504776954651, 0.47377052903175354, 0.5031798481941223, 0.016532476991415024, 0.9975494146347046, 0.40176624059677124, 0.5745611190795898, 0.19725754857063293, 0.9953737258911133, 0.47859030961990356, 0.5734354853630066, -0.25373998284339905, 0.9992675185203552, 0.4372761845588684, 0.4540182650089264, 0.42185741662979126, 0.7853124737739563, 0.5518410801887512, 0.4773784279823303, -0.36362630128860474, 0.9936997890472412, 0.45195603370666504, 0.3254256248474121, 0.5706595182418823, 0.7457761168479919, 0.5633138418197632, 0.30571573972702026, -0.33388832211494446, 0.9936335682868958, 0.43914175033569336, 0.2854759395122528, 0.5973092913627625, 0.7135389447212219, 0.5704277753829956, 0.27364423871040344, -0.3701375126838684, 0.9898970723152161, 0.4472631812095642, 0.2824361026287079, 0.5712135434150696, 0.7064080834388733, 0.5535675287246704, 0.2743607461452484, -0.3579917550086975, 0.9890390038490295, 0.45414844155311584, 0.2980225682258606, 0.5617311596870422, 0.7208424210548401, 0.5470318794250488, 0.28594690561294556, -0.3281906843185425, 0.9841312766075134, 0.39138263463974, 0.9754883646965027, 0.14391140639781952, 0.9640752077102661, 0.4399346709251404, 0.9926753640174866, -0.14375346899032593, 0.9573583602905273, 0.4230150282382965, 1.0718533992767334, 0.19825223088264465, 0.05026048794388771, 0.4736994206905365, 1.1754549741744995, -0.12577463686466217, 0.2587237060070038, 0.4193143844604492, 1.2298073768615723, 0.34991973638534546, 0.016304366290569305, 0.4139534533023834, 1.2967222929000854, -0.024797098711133003, 0.1310771107673645, 0.41140905022621155, 1.2579245567321777, 0.36051490902900696, 0.050252702087163925, 0.3886273503303528, 1.3104968070983887, -0.011062667705118656, 0.36202287673950195, 0.43272724747657776, 1.242909550666809, 0.34449493885040283, 0.01836494915187359, 0.4251798689365387, 1.3061952590942383, -0.07517744600772858, 0.11727196723222733]",3,[],[],0,0.004441928584128618,10.833333015441895
476,"[0.49406489729881287, 0.49704864621162415, 0.0014041878748685122, 0.997879683971405, 0.48707669973373413, 0.47627049684524536, 0.008951819501817226, 0.9980273842811584, 0.48405346274375916, 0.4753240942955017, 0.00891009159386158, 0.9971601366996765, 0.48113399744033813, 0.4746670722961426, 0.008810355328023434, 0.9980642199516296, 0.4925185739994049, 0.478482186794281, -0.040582552552223206, 0.998479962348938, 0.4934805929660797, 0.4789857566356659, -0.04058581590652466, 0.9979807734489441, 0.4946413040161133, 0.47946932911872864, -0.04062763601541519, 0.9983542561531067, 0.4669460654258728, 0.4814557433128357, 0.06764461100101471, 0.9986210465431213, 0.48476642370224, 0.48658543825149536, -0.1613355278968811, 0.9983877539634705, 0.4858376085758209, 0.5141894817352295, 0.028911951929330826, 0.9973987936973572, 0.4924260675907135, 0.5141715407371521, -0.035765986889600754, 0.9971197843551636, 0.4158829152584076, 0.579913854598999, 0.1960805356502533, 0.9944108128547668, 0.48070377111434937, 0.5842808485031128, -0.2885116636753082, 0.9991072416305542, 0.46083253622055054, 0.4636386036872864, 0.3436078131198883, 0.7494078874588013, 0.5596758723258972, 0.4774133861064911, -0.46675699949264526, 0.9931646585464478, 0.4824761748313904, 0.33255237340927124, 0.3833491802215576, 0.722991943359375, 0.5652781128883362, 0.30551350116729736, -0.5234561562538147, 0.993229329586029, 0.4728342592716217, 0.2949216365814209, 0.388702392578125, 0.692262589931488, 0.5711503624916077, 0.2730105519294739, -0.5781124830245972, 0.9892609715461731, 0.4775004982948303, 0.2916816473007202, 0.3619548976421356, 0.6851638555526733, 0.5537474155426025, 0.274140864610672, -0.5679881572723389, 0.9883059859275818, 0.48326849937438965, 0.30517685413360596, 0.3682500422000885, 0.7012436985969543, 0.5475733280181885, 0.2859587073326111, -0.5218548774719238, 0.983133852481842, 0.41221609711647034, 0.9760506749153137, 0.14765308797359467, 0.9636857509613037, 0.44761818647384644, 0.9940545558929443, -0.14748860895633698, 0.9578798413276672, 0.4414830803871155, 1.1804461479187012, 0.191185861825943, 0.05910208448767662, 0.4736408591270447, 1.2653146982192993, -0.16578002274036407, 0.29331517219543457, 0.42999982833862305, 1.4111090898513794, 0.31931084394454956, 0.018763616681098938, 0.4069596827030182, 1.465803861618042, -0.10729847103357315, 0.15253250300884247, 0.4205187261104584, 1.4500213861465454, 0.3249763250350952, 0.054371800273656845, 0.38039013743400574, 1.4871373176574707, -0.1041238084435463, 0.3830919861793518, 0.4546218812465668, 1.4521186351776123, 0.28458863496780396, 0.019978851079940796, 0.4271724224090576, 1.519650936126709, -0.2011074274778366, 0.12758126854896545]",3,[],[],0,0.004368509631603956,10.866666793823242
477,"[0.5014926195144653, 0.5040467381477356, 0.0015557182487100363, 0.9976223707199097, 0.49426788091659546, 0.4830639660358429, 0.007272973656654358, 0.9977545738220215, 0.4910318851470947, 0.4819968640804291, 0.007246144115924835, 0.9967523813247681, 0.4879913330078125, 0.4812562167644501, 0.007172776851803064, 0.9977619647979736, 0.5006898641586304, 0.4856182038784027, -0.04122224822640419, 0.9983029961585999, 0.5020370483398438, 0.48613497614860535, -0.04120620712637901, 0.9977632164955139, 0.5035761594772339, 0.48651427030563354, -0.041259098798036575, 0.9981777667999268, 0.4735112190246582, 0.488198459148407, 0.0567668192088604, 0.9984520077705383, 0.49357742071151733, 0.4941524863243103, -0.16563357412815094, 0.9981887340545654, 0.49294883012771606, 0.520950973033905, 0.026514003053307533, 0.9972116947174072, 0.4999876618385315, 0.5209699869155884, -0.03684781491756439, 0.9969274997711182, 0.4227498173713684, 0.5839728116989136, 0.1820923537015915, 0.9932919144630432, 0.49198466539382935, 0.5919230580329895, -0.29115527868270874, 0.9990082383155823, 0.4698866903781891, 0.469022274017334, 0.31661099195480347, 0.7162546515464783, 0.5683324933052063, 0.47720831632614136, -0.4794866144657135, 0.9924036860466003, 0.4897131323814392, 0.33493244647979736, 0.34239059686660767, 0.7066690325737, 0.5699989795684814, 0.3051129877567291, -0.5646584630012512, 0.9929614067077637, 0.4808138310909271, 0.2972913980484009, 0.3463432788848877, 0.6788086295127869, 0.5736641883850098, 0.2712809145450592, -0.6225532293319702, 0.9889363050460815, 0.48442187905311584, 0.2940387427806854, 0.3193903863430023, 0.6716602444648743, 0.5551584959030151, 0.27327796816825867, -0.6133388876914978, 0.9879024624824524, 0.490717351436615, 0.30782365798950195, 0.32742297649383545, 0.6882442831993103, 0.550015389919281, 0.2859567105770111, -0.5637890100479126, 0.9825133085250854, 0.4220249056816101, 0.984924852848053, 0.14675505459308624, 0.9649521112442017, 0.46128135919570923, 1.0071260929107666, -0.14661987125873566, 0.9603930711746216, 0.4388674795627594, 1.2254871129989624, 0.19491085410118103, 0.06961779296398163, 0.4680239260196686, 1.310690999031067, -0.16230489313602448, 0.3225559592247009, 0.4284651279449463, 1.4516561031341553, 0.3184134066104889, 0.022296026349067688, 0.4119455814361572, 1.5666773319244385, -0.12311278283596039, 0.1762843281030655, 0.41899555921554565, 1.4894683361053467, 0.32325395941734314, 0.06200128048658371, 0.3868570327758789, 1.6052277088165283, -0.12322954088449478, 0.4079321622848511, 0.4527047276496887, 1.4914754629135132, 0.27892935276031494, 0.022595493122935295, 0.44112682342529297, 1.612192153930664, -0.23497262597084045, 0.13935351371765137]",3,[],[],0,0.0042963046580553055,10.899999618530273
478,"[0.4988609850406647, 0.5020357966423035, 0.058903105556964874, 0.9976746439933777, 0.49070581793785095, 0.4812796413898468, 0.06828580051660538, 0.9977949261665344, 0.48732632398605347, 0.4803626537322998, 0.06829769909381866, 0.9968149065971375, 0.48418760299682617, 0.4797980785369873, 0.06825847923755646, 0.9978052377700806, 0.4983879625797272, 0.48405277729034424, 0.014059643261134624, 0.9983353614807129, 0.5003906488418579, 0.4848697781562805, 0.013997966423630714, 0.9978257417678833, 0.5026346445083618, 0.4855360984802246, 0.013938495889306068, 0.9982271790504456, 0.4716435968875885, 0.4892468750476837, 0.10955431312322617, 0.9984901547431946, 0.4949163794517517, 0.49480682611465454, -0.12653620541095734, 0.9982548952102661, 0.49052929878234863, 0.5198378562927246, 0.08447446674108505, 0.9972530007362366, 0.4990417957305908, 0.5204659104347229, 0.013403641059994698, 0.9969829320907593, 0.42387714982032776, 0.5869894027709961, 0.21210293471813202, 0.9931149482727051, 0.4977288842201233, 0.5912154912948608, -0.2881374657154083, 0.9989991784095764, 0.46811643242836, 0.4745607078075409, 0.3878496587276459, 0.7004786729812622, 0.5732799768447876, 0.47603878378868103, -0.4769025444984436, 0.9924178123474121, 0.49079298973083496, 0.3376598656177521, 0.437648206949234, 0.683742105960846, 0.5723415017127991, 0.3039948642253876, -0.38854092359542847, 0.9926946759223938, 0.48231419920921326, 0.3010748624801636, 0.44669491052627563, 0.6561146974563599, 0.5761352181434631, 0.2685413062572479, -0.4268643260002136, 0.9884567260742188, 0.4864862561225891, 0.2974890470504761, 0.42102688550949097, 0.6492744088172913, 0.5556726455688477, 0.273063063621521, -0.42563921213150024, 0.9873302578926086, 0.49239975214004517, 0.31146523356437683, 0.4188244938850403, 0.6686913967132568, 0.5506672859191895, 0.28597578406333923, -0.386797159910202, 0.9817257523536682, 0.42239609360694885, 0.9943910241127014, 0.1466946303844452, 0.9635282158851624, 0.4634467661380768, 1.0108673572540283, -0.1465243101119995, 0.959144651889801, 0.44489091634750366, 1.189278244972229, 0.17249628901481628, 0.06904274970293045, 0.4817589223384857, 1.2831486463546753, -0.1610563099384308, 0.3360442519187927, 0.43707647919654846, 1.4028156995773315, 0.2812258303165436, 0.021934736520051956, 0.4227353632450104, 1.5002847909927368, -0.12407451868057251, 0.18184667825698853, 0.4289020895957947, 1.439776062965393, 0.28597334027290344, 0.06098271533846855, 0.3975631594657898, 1.5306854248046875, -0.12233339250087738, 0.4148486256599426, 0.4562360346317291, 1.4345462322235107, 0.2569761276245117, 0.02269759774208069, 0.44610458612442017, 1.5372146368026733, -0.20703311264514923, 0.14345011115074158]",3,[],[],0,0.0042252931743860245,10.933333396911621
479,"[0.5032300353050232, 0.5007495880126953, 0.11146268993616104, 0.9976663589477539, 0.49490898847579956, 0.48003658652305603, 0.11161835491657257, 0.9978218674659729, 0.49113744497299194, 0.47912707924842834, 0.11163052171468735, 0.9968443512916565, 0.48768025636672974, 0.47859466075897217, 0.11157852411270142, 0.9978315234184265, 0.5042191743850708, 0.4831172227859497, 0.061508841812610626, 0.9983477592468262, 0.5069270730018616, 0.48407793045043945, 0.061429280787706375, 0.9978521466255188, 0.5098558664321899, 0.48487964272499084, 0.061319731175899506, 0.9982481598854065, 0.47561073303222656, 0.4890945851802826, 0.12592381238937378, 0.9985200762748718, 0.5033232569694519, 0.4945532977581024, -0.09875580668449402, 0.9982923865318298, 0.49429386854171753, 0.518519401550293, 0.1259472668170929, 0.9972477555274963, 0.5045050382614136, 0.5193815231323242, 0.06021089106798172, 0.9969506859779358, 0.42866793274879456, 0.5888518691062927, 0.21507671475410461, 0.9928357005119324, 0.5117946863174438, 0.5898159742355347, -0.28471776843070984, 0.9989578723907471, 0.4702789783477783, 0.476936012506485, 0.3880675435066223, 0.6851508617401123, 0.5800321102142334, 0.4701061546802521, -0.4376245141029358, 0.9919109344482422, 0.493889719247818, 0.34797704219818115, 0.450265109539032, 0.6547094583511353, 0.5747413039207458, 0.3031664788722992, -0.4569736123085022, 0.9916273951530457, 0.4878029227256775, 0.30691641569137573, 0.4534705579280853, 0.6271916031837463, 0.5761559009552002, 0.2679775357246399, -0.5001660585403442, 0.9868348836898804, 0.4919354319572449, 0.3040103614330292, 0.4363323748111725, 0.6214185953140259, 0.5554936528205872, 0.27329593896865845, -0.49664077162742615, 0.9855344891548157, 0.49675655364990234, 0.31962162256240845, 0.4296576976776123, 0.6432313323020935, 0.5511114597320557, 0.28695064783096313, -0.4560766816139221, 0.9792709946632385, 0.4298779368400574, 1.000356674194336, 0.14616554975509644, 0.9631686210632324, 0.4737192988395691, 1.0110119581222534, -0.1460041105747223, 0.9590975046157837, 0.446478933095932, 1.2025624513626099, 0.1277516633272171, 0.07234092801809311, 0.48019370436668396, 1.2859258651733398, -0.1606178879737854, 0.3423647880554199, 0.4444977343082428, 1.4367510080337524, 0.22189155220985413, 0.022341063246130943, 0.42483028769493103, 1.5184634923934937, -0.14158602058887482, 0.18404170870780945, 0.4391936659812927, 1.4762946367263794, 0.22551485896110535, 0.06165565922856331, 0.4014948308467865, 1.5526628494262695, -0.14299562573432922, 0.4168001413345337, 0.45917683839797974, 1.472415804862976, 0.18245954811573029, 0.023443330079317093, 0.44726985692977905, 1.556316614151001, -0.2399401217699051, 0.1445951908826828]",3,[],[],0,0.004155455157160759,10.966666221618652
